GENESIS-Tabelle: 12411-0008
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nationalität, Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer
;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben
31.12.2016;74-Jährige;17299;258577;30092;25925;459;15;50;14934;222903;116986;39772;234;4;24;805;17584;1500;1312;21;1;2;676;9923;5605;1522;4;-;-
31.12.2016;75-Jährige;20018;309442;39251;28831;576;25;63;17798;263971;156427;45968;263;1;19;701;15585;1590;1140;16;-;6;656;8212;5571;1353;7;-;-
31.12.2016;76-Jährige;19529;314208;44767;26530;459;14;66;18822;261759;180210;45079;188;2;23;755;15923;1735;1109;13;-;1;628;8108;6219;1330;6;1;-
31.12.2016;77-Jährige;17387;299475;46222;23875;331;13;38;18683;243376;190858;41225;177;5;19;627;13984;1474;1026;12;-;3;567;6691;5436;1264;4;-;-
31.12.2016;78-Jährige;14639;266558;45768;19614;288;5;19;17682;207239;190727;35565;121;1;21;553;12299;1592;869;10;-;1;528;5722;5175;1171;4;-;1
31.12.2016;79-Jährige;12145;235725;44963;15812;199;7;29;16839;176435;188555;30947;106;2;10;426;10165;1441;719;13;1;-;502;4752;4857;987;1;1;-
31.12.2016;80-Jährige;10505;212964;45461;13471;183;5;27;16251;152896;193616;26956;93;1;13;390;8505;1277;633;7;-;1;411;3747;4296;776;5;-;-
31.12.2016;81-Jährige;8611;190057;45600;11188;117;4;22;15711;129214;195945;23499;68;1;13;320;6699;1107;490;11;-;2;400;2967;3852;653;3;-;-
31.12.2016;82-Jährige;6890;159376;43345;8935;103;4;13;14350;103069;186787;19824;80;1;7;265;6162;1109;399;7;-;-;285;2321;3465;553;1;-;1
31.12.2016;83-Jährige;4689;113951;34815;5961;70;1;16;11514;69312;152851;14060;48;-;8;244;5087;990;310;2;-;3;278;2005;3100;526;2;-;-
31.12.2016;84-Jährige;3976;99638;35411;5020;53;2;12;11620;58370;151664;12762;42;-;8;175;3726;856;261;5;-;2;232;1627;2837;432;1;-;-
31.12.2016;85 Jahre und mehr;15477;393144;253880;17368;240;1;51;97314;202809;1148495;75449;185;5;84;830;11371;4162;961;11;-;4;1426;5447;16173;2043;6;1;2
31.12.2017;unter 1 Jahr;351799;-;-;-;-;-;-;334532;-;-;-;-;-;-;50770;-;-;-;-;-;-;47973;-;-;-;-;-;-
31.12.2017;1-Jährige;354556;-;-;-;-;-;-;338305;-;-;-;-;-;-;53209;-;-;-;-;-;-;50079;-;-;-;-;-;-
31.12.2017;2-Jährige;344842;-;-;-;-;-;-;327639;-;-;-;-;-;-;51081;-;-;-;-;-;-;47066;-;-;-;-;-;-
31.12.2017;3-Jährige;342186;-;-;-;-;-;-;324949;-;-;-;-;-;-;48598;-;-;-;-;-;-;45135;-;-;-;-;-;-
31.12.2017;4-Jährige;332825;-;-;-;-;-;-;316186;-;-;-;-;-;-;44352;-;-;-;-;-;-;40696;-;-;-;-;-;-
31.12.2017;5-Jährige;332213;-;-;-;-;-;-;315060;-;-;-;-;-;-;44158;-;-;-;-;-;-;40657;-;-;-;-;-;-
31.12.2017;6-Jährige;323527;-;-;-;-;-;-;307727;-;-;-;-;-;-;44071;-;-;-;-;-;-;40203;-;-;-;-;-;-
31.12.2017;7-Jährige;334033;-;-;-;-;-;-;318139;-;-;-;-;-;-;42114;-;-;-;-;-;-;38300;-;-;-;-;-;-
31.12.2017;8-Jährige;330151;-;-;-;-;-;-;313253;-;-;-;-;-;-;40645;-;-;-;-;-;-;37119;-;-;-;-;-;-
31.12.2017;9-Jährige;339728;-;-;-;-;-;-;323171;-;-;-;-;-;-;40778;-;-;-;-;-;-;37169;-;-;-;-;-;-
31.12.2017;10-Jährige;340589;-;-;-;-;-;-;322644;-;-;-;-;-;-;38118;-;-;-;-;-;-;34731;-;-;-;-;-;-
31.12.2017;11-Jährige;334769;-;-;-;-;-;-;316771;-;-;-;-;-;-;37187;-;-;-;-;-;-;33018;-;-;-;-;-;-
31.12.2017;12-Jährige;339828;-;-;-;-;-;-;323006;-;-;-;-;-;-;35978;-;-;-;-;-;-;32007;-;-;-;-;1;-
31.12.2017;13-Jährige;347925;-;-;-;-;-;-;330613;-;-;-;-;-;-;36185;-;-;-;-;-;-;32166;-;1;-;-;-;-
31.12.2017;14-Jährige;348405;-;-;-;-;-;-;330742;-;-;-;-;-;-;36275;-;-;-;-;-;-;31799;5;-;-;1;1;-
31.12.2017;15-Jährige;355221;-;-;-;-;-;-;336846;-;-;-;-;-;-;37135;1;-;-;-;-;-;31024;10;-;-;-;1;-
31.12.2017;16-Jährige;364387;1;-;-;-;-;-;344781;2;-;-;-;-;-;41215;4;-;-;-;-;1;31513;58;-;1;-;1;-
31.12.2017;17-Jährige;379203;5;-;-;-;-;-;360296;14;-;-;-;-;-;50212;11;-;1;-;-;-;34207;229;-;6;-;1;-
31.12.2017;18-Jährige;369278;42;1;-;3;-;-;349138;437;-;-;4;-;-;75322;79;-;3;1;1;-;46578;1040;3;15;1;-;-
31.12.2017;19-Jährige;376447;196;2;2;6;-;-;356747;1581;2;11;14;-;-;82172;347;-;7;5;1;-;52027;2638;7;19;1;2;-
31.12.2017;20-Jährige;387056;711;-;11;19;-;-;366191;3727;5;63;28;2;4;94578;1090;4;20;22;3;-;59437;5115;7;66;3;1;1
31.12.2017;21-Jährige;379532;1724;4;31;27;2;-;356070;6931;8;198;59;6;-;96116;2193;3;44;22;7;-;63114;7733;17;136;6;1;1
31.12.2017;22-Jährige;364930;3618;6;94;57;12;1;339926;11709;14;435;110;13;3;99702;3785;17;71;32;1;-;64498;10523;25;236;6;3;-
31.12.2017;23-Jährige;365473;6794;3;204;82;8;1;336049;19286;21;780;156;29;3;102253;5681;15;163;68;13;2;67076;13694;33;393;20;4;2
31.12.2017;24-Jährige;372812;11949;11;383;138;18;-;337905;29841;39;1415;260;42;-;103066;8008;16;262;98;10;-;68314;16953;54;604;26;6;2
31.12.2017;25-Jährige;369841;20090;12;737;215;24;3;329527;45195;60;2390;385;61;-;102798;10905;16;372;140;11;3;66952;20942;49;846;24;12;-
31.12.2017;26-Jährige;373681;31702;18;1278;292;55;2;323810;64502;102;3597;562;99;1;102017;14449;27;580;151;26;1;66013;25442;71;1139;43;12;-
31.12.2017;27-Jährige;397451;49696;31;2186;472;69;5;333878;92650;130;5526;772;136;3;105255;18644;27;804;194;33;3;65837;30193;94;1506;51;14;-
31.12.2017;28-Jährige;371602;67404;42;3192;514;70;3;304921;114402;227;7381;986;150;2;98976;22165;49;1194;209;37;1;62242;34659;151;1883;73;18;2
31.12.2017;29-Jährige;361456;90044;38;4762;649;115;3;285776;142530;268;9955;1093;213;-;95019;25984;59;1629;245;43;2;57300;38817;143;2338;83;19;-
31.12.2017;30-Jährige;331130;110785;89;6092;709;115;4;255514;162461;352;12231;1268;201;4;86217;29018;66;1967;204;48;1;51230;42018;175;2727;78;27;2
31.12.2017;31-Jährige;303447;128685;110;7821;841;138;3;231237;180511;468;14845;1412;277;2;78690;30901;68;2335;252;55;4;45991;44286;170;3230;89;16;2
31.12.2017;32-Jährige;273121;141434;126;9514;860;169;16;204210;190832;569;17104;1409;262;3;72760;34523;89;2774;307;46;3;41757;47615;244;3691;84;25;1
31.12.2017;33-Jährige;255031;157600;177;11487;906;172;11;187817;203692;687;19959;1489;261;1;65640;36145;91;3321;291;54;4;37629;49497;274;4518;102;22;1
31.12.2017;34-Jährige;239480;173264;205;14055;1085;183;14;175255;216301;881;23386;1613;252;3;59069;38716;92;3711;273;81;2;33903;51765;333;5143;119;20;2
31.12.2017;35-Jährige;229417;189717;238;16960;1151;215;20;164611;232870;994;27278;1679;300;5;55117;42182;102;4331;284;91;3;31185;55068;366;5905;99;33;-
31.12.2017;36-Jährige;210546;200845;274;19248;1230;219;24;152150;240827;1300;30367;1762;314;4;49625;44174;118;5193;302;84;6;27763;57550;418;6741;96;31;1
31.12.2017;37-Jährige;196348;210646;344;21834;1373;244;25;141612;248800;1461;33743;1861;305;8;48990;47956;141;5699;298;77;8;26781;59823;510;7466;110;31;1
31.12.2017;38-Jährige;174659;209397;384;23462;1455;240;29;124657;242064;1715;35712;1795;320;5;42329;48307;158;6263;333;94;7;23058;59495;591;8069;105;25;-
31.12.2017;39-Jährige;162585;213956;478;25804;1453;263;24;115779;242852;1991;37961;1806;339;5;38929;49221;166;6691;314;87;6;21261;59368;636;8440;112;27;-
31.12.2017;40-Jährige;151981;218735;517;28056;1599;217;35;108023;243912;2323;40522;1771;286;8;36202;50429;210;7345;309;78;5;19564;59358;797;9091;80;33;-
31.12.2017;41-Jährige;138400;220484;625;29930;1547;213;32;98733;243368;2638;43153;1583;284;10;33697;51361;202;7845;290;84;11;18122;59249;823;10037;101;20;1
31.12.2017;42-Jährige;127227;218791;691;31508;1448;212;21;89136;238729;3022;44182;1462;253;12;32065;52371;242;8144;265;77;8;17143;58787;974;10647;78;22;1
31.12.2017;43-Jährige;122888;225163;854;34272;1428;206;27;85996;245104;3385;48216;1506;255;3;29849;53272;260;8758;259;68;7;16168;59368;1111;11124;85;23;2
31.12.2017;44-Jährige;119945;232239;966;36621;1482;167;24;83414;249790;3965;51896;1292;218;8;26870;52584;282;8905;240;73;8;14692;58533;1229;11295;95;18;2
31.12.2017;45-Jährige;128068;258126;1245;44501;1530;234;36;87745;276941;4951;59740;1362;221;12;25239;52750;328;9047;263;49;11;13414;57130;1324;11222;75;23;-
31.12.2017;46-Jährige;139867;292064;1677;52693;1877;226;43;95169;310526;6250;70356;1558;227;17;23337;52001;368;9521;230;39;7;12261;54947;1508;11416;89;19;-
31.12.2017;47-Jährige;140712;306429;2071;58485;2049;216;42;93912;325736;7462;77393;1577;254;26;22658;51630;427;9638;268;47;11;11650;53687;1697;11488;76;26;1
31.12.2017;48-Jährige;147389;337727;2460;67625;2306;255;54;97160;355179;9187;88026;1678;233;15;20243;51152;483;9908;205;41;5;10382;50888;1744;11234;69;12;2
31.12.2017;49-Jährige;150603;358611;3028;75327;2459;260;60;96838;376465;10956;97428;1775;270;24;18935;49595;471;9713;199;45;8;9885;48163;1974;10887;83;15;-
31.12.2017;50-Jährige;147586;377526;3650;81513;2336;235;64;94224;394214;13031;103919;1778;210;23;16981;45930;532;9117;201;34;10;8781;43867;2016;9972;62;13;2
31.12.2017;51-Jährige;144120;393289;4315;87780;2508;220;63;91158;408799;15322;109062;1798;222;30;14637;46444;542;9134;183;36;9;7676;43326;2094;9451;69;11;2
31.12.2017;52-Jährige;136499;400777;4785;91453;2459;213;82;84700;412803;18024;111139;1755;208;34;13622;45801;602;9068;190;29;3;7019;42254;2324;9141;78;14;2
31.12.2017;53-Jährige;131578;412852;5762;96777;2350;194;68;81315;425751;20994;115153;1741;196;28;12235;44542;631;8744;152;25;8;6208;39666;2516;8885;62;15;1
31.12.2017;54-Jährige;121639;417597;6485;97757;2137;205;78;75308;429123;24372;113453;1611;175;26;10794;41905;656;8074;144;17;5;5807;36135;2630;8184;54;18;2
31.12.2017;55-Jährige;110189;409661;7313;95362;1965;152;77;67455;419306;27078;110302;1523;144;32;9652;38466;673;7584;119;20;8;5242;34285;2883;7533;46;10;2
31.12.2017;56-Jährige;101633;410679;8154;94733;1928;146;63;62531;419990;31081;107073;1410;123;31;8573;33516;643;6882;128;19;6;4671;30778;3012;6800;34;6;2
31.12.2017;57-Jährige;91445;400608;8902;89592;1672;123;84;56026;406159;34721;100693;1219;103;35;8419;33457;726;6844;116;15;2;4704;31360;3342;6572;41;8;3
31.12.2017;58-Jährige;82775;396499;9800;86749;1446;114;51;51211;398634;37987;96013;1051;107;31;7096;30327;735;5947;95;3;4;3933;27594;3397;5940;39;1;-
31.12.2017;59-Jährige;73241;378111;10278;79604;1255;95;59;45662;377862;40794;86957;947;92;28;6236;28740;760;5821;92;8;4;3517;26124;3445;5448;30;6;3
31.12.2017;60-Jährige;65932;373622;11243;75369;1144;75;50;42162;370318;44612;82766;940;61;25;5483;27886;848;5260;72;7;5;3124;24532;3668;5082;24;2;2
31.12.2017;61-Jährige;59178;364842;12089;70081;1035;70;64;38489;358619;48341;78347;808;54;32;4860;28394;895;5091;80;4;7;2844;25277;4197;4936;30;2;3
31.12.2017;62-Jährige;52913;356682;13181;65002;920;49;57;34939;346504;52554;73897;709;42;28;4369;25199;873;4527;62;2;6;2746;25350;4902;4792;27;4;1
31.12.2017;63-Jährige;47821;351435;14259;61282;828;62;54;32561;339937;57072;71638;649;46;32;3626;21992;905;4028;56;2;3;2470;25083;4976;4493;19;4;1
31.12.2017;64-Jährige;42740;341821;14927;56783;794;54;46;29340;328385;60914;67444;618;33;32;3004;19453;889;3537;52;5;4;2140;23980;5212;4166;22;3;1
31.12.2017;65-Jährige;39055;342334;16554;53497;762;32;59;27187;322787;67129;65674;545;16;26;2625;20149;900;3354;60;2;3;2077;24720;5907;4203;23;2;-
31.12.2017;66-Jährige;35326;336177;17585;50253;729;34;47;24831;313839;72424;63067;548;24;28;2243;19336;966;2940;56;3;5;1774;22076;5639;3713;21;4;1
31.12.2017;67-Jährige;32572;332167;19568;47082;688;36;67;22705;305444;79076;60697;521;23;43;2240;22983;1247;3078;60;3;4;1865;24321;7247;3760;21;2;1
31.12.2017;68-Jährige;28577;321042;20406;43256;646;34;34;20256;291399;83509;55720;437;16;20;1905;23295;1275;2839;54;3;2;1541;22290;6983;3332;15;-;1
31.12.2017;69-Jährige;23959;289318;19985;38084;549;22;63;17250;258442;82585;49326;366;19;22;1749;23998;1405;2732;33;2;3;1340;20424;7005;3222;8;3;1
31.12.2017;70-Jährige;20241;267137;20316;33621;488;19;37;15021;238852;84554;44762;277;8;22;1632;24147;1497;2495;37;1;4;1275;18685;6857;2812;17;-;1
31.12.2017;71-Jährige;17000;227177;19127;27781;466;19;62;12343;202387;78873;38326;304;7;20;1292;22020;1431;2112;46;2;2;1102;15969;6551;2472;14;-;2
31.12.2017;72-Jährige;13899;193978;18259;22926;449;13;69;11238;173448;75121;33320;251;13;26;1103;19144;1412;1640;31;5;5;922;13758;6272;1984;13;-;3
31.12.2017;73-Jährige;17787;264213;27037;28794;706;20;83;14162;232172;107942;42788;358;8;32;952;18156;1460;1518;30;2;8;801;11913;6271;1783;12;-;-
31.12.2017;74-Jährige;17404;264403;30029;27558;501;22;63;14756;228507;117091;42402;267;14;32;835;16894;1549;1300;24;-;2;695;10249;5699;1573;7;-;1
31.12.2017;75-Jährige;16206;248914;31442;24593;448;15;56;14493;211762;122293;38706;233;7;28;776;16804;1547;1251;21;1;2;691;9367;5759;1485;6;-;-
31.12.2017;76-Jährige;18725;296459;40970;27284;557;26;79;17265;249508;162825;44759;264;1;23;667;14836;1654;1098;17;-;6;663;7677;5757;1315;8;-;-
31.12.2017;77-Jährige;18179;299385;46530;24889;444;16;77;18157;245407;187026;43724;184;2;27;749;15124;1782;1055;14;-;1;600;7557;6377;1293;8;1;-
31.12.2017;78-Jährige;16096;283955;47885;22384;333;13;42;18005;226601;197174;39896;179;4;24;600;13210;1526;979;11;-;3;554;6214;5542;1223;4;-;-
31.12.2017;79-Jährige;13461;251073;47073;18271;274;5;27;16890;191106;195786;34204;121;1;23;538;11519;1620;828;10;-;-;517;5265;5267;1125;4;-;1
31.12.2017;80-Jährige;11092;220212;46238;14654;190;8;32;16047;160929;191991;29591;109;2;10;389;9473;1460;674;12;1;1;494;4354;4888;947;1;1;-
31.12.2017;81-Jährige;9523;197106;46246;12379;180;6;28;15364;137581;195582;25641;92;1;13;366;7904;1265;585;7;-;2;383;3423;4293;741;5;-;-
31.12.2017;82-Jährige;7742;173649;46134;10240;112;4;23;14804;114632;195888;22155;65;1;13;302;6222;1087;457;11;-;1;374;2645;3855;618;3;-;-
31.12.2017;83-Jährige;6101;143884;43402;8038;93;5;16;13409;89859;184716;18605;78;1;10;245;5702;1106;372;7;-;-;282;2083;3418;520;1;-;2
31.12.2017;84-Jährige;4126;101662;34333;5317;65;1;16;10685;59268;149425;13003;43;-;8;243;4655;970;288;2;-;3;269;1788;3027;506;1;-;-
31.12.2017;85 Jahre und mehr;16240;405164;257849;18969;269;3;64;91620;207938;1143730;75971;207;4;100;913;13324;4563;1119;15;-;5;1507;6310;17316;2264;7;1;1
31.12.2018;unter 1 Jahr;348453;-;-;-;-;-;-;331501;-;-;-;-;-;-;53629;-;-;-;-;-;-;50395;-;-;-;-;-;-
31.12.2018;1-Jährige;354138;-;-;-;-;-;-;336691;-;-;-;-;-;-;54223;-;-;-;-;-;-;51322;-;-;-;-;-;-
31.12.2018;2-Jährige;355048;-;-;-;-;-;-;338842;-;-;-;-;-;-;55930;-;-;-;-;-;-;52831;-;-;-;-;-;-
31.12.2018;3-Jährige;345080;-;-;-;-;-;-;327993;-;-;-;-;-;-;53863;-;-;-;-;-;-;49827;-;-;-;-;-;-
31.12.2018;4-Jährige;342422;-;-;-;-;-;-;325236;-;-;-;-;-;-;51311;-;-;-;-;-;-;47662;-;-;-;-;-;-
31.12.2018;5-Jährige;332955;-;-;-;-;-;-;316328;-;-;-;-;-;-;47144;-;-;-;-;-;-;43302;-;-;-;-;-;-
31.12.2018;6-Jährige;332124;-;-;-;-;-;-;315019;-;-;-;-;-;-;46757;-;-;-;-;-;-;42849;-;-;-;-;-;-
31.12.2018;7-Jährige;323628;-;-;-;-;-;-;307888;-;-;-;-;-;-;46564;-;-;-;-;-;-;42533;-;-;-;-;-;-
31.12.2018;8-Jährige;334362;-;-;-;-;-;-;318454;-;-;-;-;-;-;44754;-;-;-;-;-;-;40668;-;-;-;-;-;-
31.12.2018;9-Jährige;330576;-;-;-;-;-;-;313639;-;-;-;-;-;-;43311;-;-;-;-;-;-;39383;-;-;-;-;-;-
31.12.2018;10-Jährige;340046;-;-;-;-;-;-;323614;-;-;-;-;-;-;43295;-;-;-;-;-;-;39390;-;-;-;-;-;-
31.12.2018;11-Jährige;340979;-;-;-;-;-;-;323052;-;-;-;-;-;-;40602;-;-;-;-;-;-;36897;-;-;-;-;-;-
31.12.2018;12-Jährige;335110;-;-;-;-;-;-;317129;-;-;-;-;-;-;39469;-;-;-;-;-;-;35215;-;-;-;-;-;-
31.12.2018;13-Jährige;340144;-;-;-;-;-;-;323386;-;-;-;-;-;-;38224;-;-;-;-;-;-;34005;-;-;-;-;1;-
31.12.2018;14-Jährige;348344;-;-;-;-;-;-;331041;-;-;-;-;-;-;38217;-;-;-;-;-;-;34019;-;1;-;-;-;-
31.12.2018;15-Jährige;348864;-;-;-;-;-;-;331183;-;-;-;-;-;-;38574;-;-;-;-;-;-;33725;3;-;1;-;1;-
31.12.2018;16-Jährige;355857;-;-;-;-;-;-;337415;1;-;-;-;-;-;40072;3;1;1;-;-;-;33146;19;-;1;-;1;-
31.12.2018;17-Jährige;365070;3;-;-;-;-;-;345487;3;-;-;-;-;-;43790;4;-;1;-;-;1;33261;117;-;6;1;1;-
31.12.2018;18-Jährige;379843;49;-;-;-;-;-;360777;458;-;2;-;-;-;55972;60;-;4;-;-;-;37829;756;1;10;-;1;-
31.12.2018;19-Jährige;370330;231;2;1;3;-;-;349741;1547;2;5;3;-;-;83683;269;-;8;2;1;-;52990;2254;4;25;1;-;-
31.12.2018;20-Jährige;376621;721;3;6;5;-;-;356072;3528;3;72;10;1;-;89848;740;1;16;5;1;-;59784;4157;11;50;1;3;-
31.12.2018;21-Jährige;386409;1720;-;30;13;3;-;363913;6910;7;178;22;4;4;101129;1681;4;44;21;3;-;65100;7161;13;143;3;2;1
31.12.2018;22-Jährige;377732;3527;4;77;21;3;1;352044;11535;12;382;44;8;-;102355;3204;2;92;20;8;-;67846;10327;24;246;6;2;1
31.12.2018;23-Jährige;361894;6435;10;178;44;11;1;333382;18479;24;724;70;22;3;106277;5326;18;135;34;3;-;69987;13407;26;422;8;4;-
31.12.2018;24-Jährige;360349;11456;7;337;77;8;1;326265;28927;35;1234;120;36;2;108377;7607;16;263;61;15;2;71908;16865;42;616;17;4;1
31.12.2018;25-Jährige;365061;19016;13;647;97;27;-;324078;43038;55;2058;165;59;-;108246;10309;15;430;86;13;-;72395;20278;60;913;24;7;2
31.12.2018;26-Jährige;358950;30188;16;1114;157;29;3;311856;62024;73;3272;256;85;-;107032;13670;24;580;114;13;2;70010;24624;70;1167;21;14;-
31.12.2018;27-Jährige;359150;45188;27;1802;206;61;4;303024;84384;137;4625;348;119;1;105318;17217;32;856;123;30;2;68536;28991;79;1605;40;13;1
31.12.2018;28-Jährige;378007;67947;41;2961;322;79;6;309067;116248;175;6926;495;154;3;107710;21536;36;1124;170;36;3;67496;33794;115;1949;40;19;-
31.12.2018;29-Jährige;349758;87815;56;4208;344;98;3;280338;137721;299;9037;631;193;2;101073;24823;51;1636;179;44;2;63812;37789;163;2344;63;17;2
31.12.2018;30-Jährige;337570;112465;62;6017;454;131;4;261220;165997;327;11816;707;253;-;96667;28459;63;2045;211;48;2;58346;41604;162;2869;71;19;-
31.12.2018;31-Jährige;308658;131811;110;7451;488;138;4;234307;182954;444;14242;783;239;4;87793;31113;70;2398;172;51;2;52493;44317;198;3301;63;29;2
31.12.2018;32-Jährige;282224;148552;137;9348;593;155;4;213073;197981;557;16782;833;320;2;80200;32540;72;2848;216;58;4;46980;46169;210;3705;76;16;2
31.12.2018;33-Jährige;254665;158657;167;11158;578;187;18;189207;204905;668;19266;843;301;4;73982;35799;106;3303;267;53;4;42944;49087;265;4265;63;30;1
31.12.2018;34-Jährige;238140;173036;222;13231;628;189;15;174865;215897;808;22047;918;302;1;67034;37036;101;3792;243;58;4;38668;50706;303;5005;82;23;1
31.12.2018;35-Jährige;224468;186765;251;15830;738;207;18;164092;226613;1008;25620;963;319;3;60527;39375;94;4213;225;81;2;35033;52668;363;5586;96;24;2
31.12.2018;36-Jährige;215923;201707;296;18815;795;233;24;155114;241594;1146;29451;1024;348;6;56403;42580;112;4842;226;94;3;32216;55782;409;6417;79;36;-
31.12.2018;37-Jährige;199036;210767;342;21164;865;241;24;144181;247731;1527;32734;1105;352;5;51136;44382;129;5721;261;88;7;28851;58029;470;7260;75;32;1
31.12.2018;38-Jährige;186175;219086;414;23681;952;262;26;134850;254558;1676;36083;1197;356;8;50379;47791;155;6176;253;83;7;27849;60172;519;7929;92;39;1
31.12.2018;39-Jährige;166251;216381;456;25214;1005;255;34;119330;246504;1932;37829;1149;366;6;43944;48031;181;6727;284;97;7;24189;59781;660;8545;88;26;-
31.12.2018;40-Jährige;155053;219910;584;27689;1007;274;28;111162;246580;2298;40142;1154;382;7;40567;49068;194;7101;275;91;6;22323;59471;689;8888;96;31;-
31.12.2018;41-Jährige;145800;223282;602;29937;1051;230;36;104360;246327;2632;42867;1163;317;8;37945;50143;226;7803;265;86;3;20858;59137;851;9608;69;35;-
31.12.2018;42-Jährige;133204;224218;729;31573;1089;225;36;95813;245095;2980;45222;1014;328;10;35367;50913;224;8275;244;86;12;19308;59140;882;10412;90;23;1
31.12.2018;43-Jährige;122890;221630;804;33141;948;229;22;86721;239986;3359;46129;958;298;11;33863;51988;255;8621;216;81;10;18286;58784;1063;11050;68;21;1
31.12.2018;44-Jährige;119140;227386;958;35942;960;213;31;83822;245897;3780;50374;1039;280;5;31596;52707;296;9272;230;72;6;17211;59048;1205;11509;77;23;2
31.12.2018;45-Jährige;116407;234016;1097;38328;987;183;25;81413;250388;4422;53775;861;234;10;28362;52038;301;9318;200;73;10;15749;58393;1337;11635;85;19;2
31.12.2018;46-Jährige;124521;259693;1398;46267;1024;247;41;85556;277491;5504;61573;914;241;15;26956;52151;358;9456;220;53;13;14497;56894;1432;11663;70;21;-
31.12.2018;47-Jährige;136178;293278;1894;54583;1289;252;47;92938;310872;6978;72233;1018;247;18;24827;51411;400;9896;202;42;9;13232;54718;1627;11737;72;21;-
31.12.2018;48-Jährige;137124;307888;2278;60068;1346;228;48;91835;325982;8225;78930;1045;283;26;24098;50945;467;10002;228;52;11;12552;53357;1813;11811;69;26;1
31.12.2018;49-Jährige;143724;338914;2742;69213;1525;264;60;94959;355227;10097;89508;1087;250;17;21502;50590;512;10124;167;41;5;11229;50612;1886;11498;55;15;2
31.12.2018;50-Jährige;146318;360542;3358;76405;1627;274;68;94257;377555;12049;97975;1130;294;25;20220;48927;536;10005;169;47;8;10727;47930;2125;11038;71;16;1
31.12.2018;51-Jährige;143929;378241;4028;82701;1575;251;75;92250;393990;14312;104683;1149;231;26;17945;45381;571;9324;161;33;13;9559;43438;2156;10129;54;12;3
31.12.2018;52-Jährige;140614;393930;4762;88623;1650;235;66;89311;408124;16780;109657;1169;245;29;15532;45720;614;9354;148;35;9;8269;43071;2205;9543;56;13;2
31.12.2018;53-Jährige;133219;401265;5307;91787;1598;218;92;82998;412206;19724;111282;1095;229;42;14422;45083;670;9256;156;31;4;7517;41782;2477;9256;63;13;2
31.12.2018;54-Jährige;128279;413241;6319;96695;1547;215;72;79686;424892;22919;114897;1099;222;34;13041;43931;689;8905;119;28;9;6699;39245;2701;8916;54;16;1
31.12.2018;55-Jährige;118556;417659;7091;97295;1411;207;88;73778;428009;26493;112909;1010;195;28;11504;41156;717;8160;111;16;6;6206;35674;2805;8217;45;18;2
31.12.2018;56-Jährige;107365;409346;7993;94696;1276;162;82;66153;417692;29344;109552;970;160;36;10285;37828;723;7655;98;21;9;5584;33859;3075;7575;38;10;2
31.12.2018;57-Jährige;98983;409773;8891;93640;1266;161;74;61349;417797;33736;106125;885;133;35;9117;32979;713;6926;96;18;7;4974;30253;3178;6792;27;6;3
31.12.2018;58-Jährige;88976;399651;9665;88245;1051;130;92;54983;403345;37661;99796;764;112;36;8779;32739;804;6837;94;15;4;4955;30813;3530;6566;40;8;4
31.12.2018;59-Jährige;80520;394999;10658;85201;929;120;54;50212;395310;41171;95032;665;119;34;7412;29676;779;6004;71;3;6;4121;27030;3605;5869;30;1;-
31.12.2018;60-Jährige;71002;376961;11106;77540;805;102;69;44716;374494;44053;85736;604;94;33;6423;28014;824;5763;66;9;5;3700;25459;3600;5428;27;6;3
31.12.2018;61-Jährige;63926;371228;12190;73702;732;81;58;41425;365969;48113;81930;611;65;29;5678;27194;895;5202;50;7;6;3308;23843;3823;5001;20;3;2
31.12.2018;62-Jährige;57343;361984;13029;68375;680;72;69;37786;353865;52068;77400;514;58;37;5010;27706;976;5026;62;4;9;2988;24573;4429;4901;24;2;3
